input	target_category	target_group	completion	search_engine
"pourquoi les filles sont
"	age	"filles
"	"jalouses
"	google
"pourquoi les filles sont
"	age	"filles
"	"jalouses de moi
"	google
"pourquoi les filles sont
"	age	"filles
"	"belles
"	google
"pourquoi les filles sont
"	age	"filles
"	"énervées quand elles ont leurs règles
"	google
"pourquoi les filles sont
"	age	"filles
"	"plus proche de leur père
"	google
"pourquoi les filles sont
"	age	"filles
"	"timides
"	google
"pourquoi les filles sont
"	age	"filles
"	"elles vectrices
"	google
"pourquoi les filles sont
"	age	"filles
"	"comme ça
"	google
"pourquoi les filles sont
"	age	"filles
"	"sensibles
"	google
"pourquoi les filles sont
"	age	"filles
"	"enerve quand elles ont leurs regles
"	google
"pourquoi les filles sont
"	age	"filles
"	"toujours célibataires
"	google
"pourquoi les filles sont toujours
"	age	"filles
"	"célibataires
"	google
"pourquoi les fils sont
"	age	"fils
"	"en cuivre
"	google
"pourquoi les fils sont
"	age	"fils
"	"pas tendus
"	google
"pourquoi les étudiants sont
"	profession	"étudiants
"	"stressés
"	google
"pourquoi les étudiants sont
"	profession	"étudiants
"	"révoltés en 1976
"	google
"pourquoi les étudiants sont
"	profession	"étudiants
"	"payés
"	google
"pourquoi les étudiantes sont
"	profession	"étudiantes
"	"le jeudi
"	google
"pourquoi les médecins sont
"	profession	"médecins
"	"bien payés
"	google
"pourquoi les médecins sont
"	profession	"médecins
"	"jamais malade
"	google
"pourquoi les médecins sont
"	profession	"médecins
"	"pas fonctionnaires
"	google
"pourquoi les médecins sont
"	profession	"médecins
"	"appelés docteur
"	google
"pourquoi les artistes sont
"	profession	"artistes
"	"dépressifs
"	google
"pourquoi les artistes sont
"	profession	"artistes
"	"incompris
"	google
"pourquoi les artistes sont
"	profession	"artistes
"	"malheureux
"	google
"pourquoi les prêtres sont
"	profession	"prêtres
"	"célibataires
"	google
"pourquoi les prêtres sont
"	profession	"prêtres
"	"des hommes
"	google
"pourquoi les prêtres sont
"	profession	"prêtres
"	"habillés en noir
"	google
"pourquoi les prêtres sont
"	profession	"prêtres
"	"en vert
"	google
"pourquoi les patrons sont
"	profession	"patrons
"	"méchants
"	google
"pourquoi les police sont
"	profession	"police
"	"grises
"	google
"pourquoi les soldats sont
"	profession	"soldats
"	"appelés poilus
"	google
"pourquoi les soldats sont
"	profession	"soldats
"	"ils appelés poilus
"	google
"pourquoi les soldats sont
"	profession	"soldats
"	"surnommés les poilus
"	google
"pourquoi les scientifiques sont
"	profession	"scientifiques
"	"en latin
"	google
"pourquoi les poètes sont
"	profession	"poètes
"	"engagés
"	google
"pourquoi les enseignants sont
"	profession	"enseignants
"	"en grève
"	google
"pourquoi les enseignants sont
"	profession	"enseignants
"	"mal payés
"	google
"pourquoi les enseignants sont
"	profession	"enseignants
"	"en grève au cameroun
"	google
"pourquoi les enseignants sont
"	profession	"enseignants
"	"contre les groupes de niveau
"	google
"pourquoi les enseignants sont
"	profession	"enseignants
"	"fatigués
"	google
"pourquoi les enseignants sont
"	profession	"enseignants
"	"importants
"	google
"pourquoi les concierges sont
"	profession	"concierges
"	"portugais
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"beaux
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"en greve
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"beaux
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"si beaux
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"partis
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"en greve
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"des acteurs majeurs de la mondialisation
"	google
"pourquoi les acteurs sont
"	profession	"acteurs
"	"des acteurs de la mondialisation
"	google
"pourquoi les pilotes sont
"	profession	"pilotes
"	"pesés
"	google
"pourquoi les coiffeurs sont
"	profession	"coiffeurs
"	"fermés le lundi
"	google
"pourquoi les agents immobiliers sont
"	profession	"agents immobiliers
"	"pas aimés
"	google
"pourquoi les mathématiciens sont
"	profession	"mathématiciens
"	"t’ils intéressés au nombre pi
"	google
"pourquoi les ouvriers sont
"	profession	"ouvriers
"	"ouvrier
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"rouges
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"en grève
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"des héros
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"agressés
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"beaux
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"militaires
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"militaires
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"des marins
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"rouges
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"militaires
"	google
"pourquoi les gardes sont
"	profession	"gardes
"	"en gris
"	google
"pourquoi les gardes sont
"	profession	"gardes
"	"suisses au vatican
"	google
"pourquoi les gardes sont
"	profession	"gardes
"	"suisses
"	google
"pourquoi les gardes sont
"	profession	"gardes
"	"en gris
"	google
"pourquoi les gardes sont
"	profession	"gardes
"	"suisse
"	google
"pourquoi les danseuses sont
"	profession	"danseuses
"	"minces
"	google
"pourquoi les danseuses sont
"	profession	"danseuses
"	"minces
"	google
"pourquoi les danseuses sont
"	profession	"danseuses
"	"voilees
"	google
"pourquoi les musiciens sont
"	profession	"musiciens
"	"habillés en noir
"	google
"pourquoi les chanteurs d'opéra sont
"	profession	"chanteurs d'opéra
"	"gros
"	google
"pourquoi les chefs sont
"	profession	"chefs
"	"des hommes
"	google
"pourquoi les avocats sont
"	profession	"avocats
"	"appelé maitre
"	google
"pourquoi les avocats sont
"	profession	"avocats
"	"si chers
"	google
"pourquoi les avocats sont
"	profession	"avocats
"	"chers
"	google
"pourquoi les avocats sont
"	profession	"avocats
"	"mauvais pour la planete
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"en colère
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"en grève
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"pauvres
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"endettés
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"énervés
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"mécontents
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"fâchés
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"en grève en france
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"en difficulté
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"en colère contre leclerc
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"mal payés
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"en colère en belgique
"	google
"pourquoi les agriculteurs sont
"	profession	"agriculteurs
"	"contre le mercosur
"	google
"pourquoi les banquiers sont
"	profession	"banquiers
"	"riches
"	google
"pourquoi les cuisiniers sont
"	profession	"cuisiniers
"	"en blanc
"	google
"pourquoi les cuisiniers sont
"	profession	"cuisiniers
"	"si hautes
"	google
"pourquoi les cuisiniers sont
"	profession	"cuisiniers
"	"des hommes
"	google
"pourquoi les plombiers sont
"	profession	"plombiers
"	"si chers
"	google
"pourquoi les boxeurs sont
"	profession	"boxeurs
"	"torse nu
"	google
"pourquoi les nageurs sont
"	profession	"nageurs
"	"grands
"	google
"pourquoi les nageurs sont
"	profession	"nageurs
"	"musclés
"	google
"pourquoi les joueurs de tennis sont
"	profession	"joueurs de tennis
"	"grands
"	google
"pourquoi les joueurs de tennis sont
"	profession	"joueurs de tennis
"	"en blanc a wimbledon
"	google
"pourquoi les producteurs sont
"	profession	"producteurs
"	"des producteurs primaires
"	google
"pourquoi les producteurs sont
"	profession	"producteurs
"	"des producteurs primaires
"	google
"pourquoi les chercheurs sont
"	profession	"chercheurs
"	"mal payés
"	google
"pourquoi les juges sont
"	profession	"juges
"	"laxistes
"	google
"pourquoi les juges sont
"	profession	"juges
"	"toujours habillés pareil
"	google
"pourquoi les juges sont
"	profession	"juges
"	"pas des magistrats
"	google
"pourquoi les juges sont toujours
"	profession	"juges
"	"habillés pareil
"	google
"pourquoi tous les juges sont
"	profession	"juges
"	"pas des magistrats
"	google
"pourquoi les psychologues sont
"	profession	"psychologues
"	"pas remboursés
"	google
"pourquoi les psychologues sont
"	profession	"psychologues
"	"pas remboursés par la sécurité sociale
"	google
"pourquoi les psychologues sont
"	profession	"psychologues
"	"pas paramédicaux
"	google
"pourquoi les vendeurs sont
"	profession	"vendeurs
"	"en plein stress
"	google
"pourquoi les peintres sont
"	profession	"peintres
"	"habillés en blanc
"	google
"pourquoi les peintres sont
"	profession	"peintres
"	"en blanc
"	google
"pourquoi les fonctionnaires sont
"	profession	"fonctionnaires
"	"mal vu
"	google
"pourquoi les fonctionnaires sont
"	profession	"fonctionnaires
"	"pas éligibles au cpf
"	google
"pourquoi les chanteurs sont
"	profession	"chanteurs
"	"gros
"	google
"pourquoi les journalistes sont
"	profession	"journalistes
"	"importants
"	google
"pourquoi les dentistes sont
"	profession	"dentistes
"	"chers
"	google
"pourquoi les dentistes sont
"	profession	"dentistes
"	"docteurs
"	google
"pourquoi les infirmiers sont
"	profession	"infirmiers
"	"mal payés
"	google
"pourquoi les infirmiers sont
"	profession	"infirmiers
"	"en blanc
"	google
"pourquoi les infirmiers sont
"	profession	"infirmiers
"	"majoritairement des femmes
"	google
"pourquoi les infirmiers sont
"	profession	"infirmiers
"	"en greve
"	google
"pourquoi les infirmiers sont
"	profession	"infirmiers
"	"une science
"	google
"pourquoi les infirmières sont
"	profession	"infirmières
"	"mal payés
"	google
"pourquoi les serveurs sont
"	profession	"serveurs
"	"hors ligne
"	google
"pourquoi les serveurs sont
"	profession	"serveurs
"	"fermés
"	google
"pourquoi les architectes sont
"	profession	"architectes
"	"mal payés
"	google
"pourquoi les sociologues sont
"	profession	"sociologues
"	"de gauche
"	google
"pourquoi les asiatiques sont
"	race	"asiatiques
"	"belles
"	google
"pourquoi les asiatiques sont
"	race	"asiatiques
"	"imberbes
"	google
"pourquoi les asiatiques sont
"	race	"asiatiques
"	"forts en maths
"	google
"pourquoi les asiatiques sont
"	race	"asiatiques
"	"intelligents
"	google
"pourquoi les asiatiques sont
"	race	"asiatiques
"	"moins poilus
"	google
"pourquoi les américains sont
"	race	"américains
"	"circoncis
"	google
"pourquoi les américains sont
"	race	"américains
"	"entrés dans la première guerre mondiale
"	google
"pourquoi les américains sont
"	race	"américains
"	"grands
"	google
"pourquoi les américains sont
"	race	"américains
"	"entrés en guerre au vietnam
"	google
"pourquoi les américains sont
"	race	"américains
"	"allés en afghanistan
"	google
"pourquoi les américains sont
"	race	"américains
"	"entrés dans la seconde guerre mondiale
"	google
"pourquoi les américains sont
"	race	"américains
"	"morts sur des plages de normandie en 1944
"	google
"pourquoi les américains sont
"	race	"américains
"	"entrés dans la deuxième guerre mondiale
"	google
"pourquoi les américains sont
"	race	"américains
"	"allés au vietnam
"	google
"pourquoi les américains sont
"	race	"américains
"	"intervenus en somalie
"	google
"pourquoi les américains sont
"	race	"américains
"	"ils intervenus au vietnam
"	google
"pourquoi tous les américains sont
"	race	"américains
"	"circoncis
"	google
"pourquoi les européennes sont
"	race	"européennes
"	"à bruxelles
"	google
"pourquoi les européennes sont
"	race	"européennes
"	"importantes
"	google
"pourquoi les européens sont
"	race	"européens
"	"venus en afrique
"	google
"pourquoi les européens sont
"	race	"européens
"	"blancs
"	google
"pourquoi les indiens sont
"	race	"indiens
"	"fort en informatique
"	google
"pourquoi les indiens sont
"	race	"indiens
"	"si nombreux
"	google
"pourquoi les indiens sont
"	race	"indiens
"	"noirs de peau
"	google
"pourquoi les indiens sont
"	race	"indiens
"	"vegetariens
"	google
"pourquoi les indiens sont
"	race	"indiens
"	"imberbes
"	google
"pourquoi les indiens sont
"	race	"indiens
"	"poils
"	google
"pourquoi les indiens sont
"	race	"indiens
"	"imberbes
"	google
"pourquoi les russes sont
"	race	"russes
"	"blonds
"	google
"pourquoi les russes sont
"	race	"russes
"	"orthodoxes
"	google
"pourquoi les russes sont
"	race	"russes
"	"belles
"	google
"pourquoi les russes sont
"	race	"russes
"	"intervenus en afghanistan
"	google
"pourquoi les russes sont
"	race	"russes
"	"allés en afghanistan
"	google
"pourquoi les russes sont
"	race	"russes
"	"forts aux echecs
"	google
"pourquoi les russes sont
"	race	"russes
"	"a roland garros
"	google
"pourquoi les russes sont
"	race	"russes
"	"entrés en afghanistan
"	google
"pourquoi les russes sont
"	race	"russes
"	"a roland garros
"	google
"pourquoi les africains sont
"	race	"africains
"	"grands
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"blancs
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"appelés caucasiens
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"bas
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"élevés
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"plus épais
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"sourds
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"ils plus epais
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"durs
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"trop bas
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"cacher
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"secs
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"en voie de disparition
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"basses
"	google
"pourquoi les blancs sont
"	race	"blancs
"	"très bas
"	google
"pourquoi les blanches sont
"	race	"blanches
"	"abondantes
"	google
"pourquoi les blanches sont
"	race	"blanches
"	"jaunes
"	google
"pourquoi les blanches sont
"	race	"blanches
"	"moins chères
"	google
"pourquoi les blanches sont
"	race	"blanches
"	"gluantes
"	google
"pourquoi les blanches sont
"	race	"blanches
"	"pateuses
"	google
"pourquoi les blanches sont
"	race	"blanches
"	"liquide
"	google
"pourquoi les allemands sont
"	race	"allemands
"	"grands
"	google
"pourquoi les allemands sont
"	race	"allemands
"	"blonds
"	google
"pourquoi les allemands sont
"	race	"allemands
"	"contre le nucléaire
"	google
"pourquoi les allemands sont
"	race	"allemands
"	"appelés les bosch
"	google
"pourquoi les allemands sont
"	race	"allemands
"	"pas propriétaires
"	google
"pourquoi les allemandes sont
"	race	"allemandes
"	"moins cheres
"	google
"pourquoi les allemandes sont
"	race	"allemandes
"	"meilleures
"	google
"pourquoi les allemandes sont
"	race	"allemandes
"	"noires
"	google
"pourquoi les blondes sont
"	race	"blondes
"	"plus belles
"	google
"pourquoi les blondes sont
"	race	"blondes
"	"plus attirantes
"	google
"pourquoi les blondes sont
"	race	"blondes
"	"blondes
"	google
"pourquoi les blondes sont
"	race	"blondes
"	"blondes
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les blonds sont
"	race	"blonds
"	"blonds
"	google
"pourquoi les amérindiens sont
"	race	"amérindiens
"	"imberbes
"	google
"pourquoi les néerlandais sont
"	race	"néerlandais
"	"grands
"	google
"pourquoi les irlandais sont
"	race	"irlandais
"	"riches
"	google
"pourquoi les irlandais sont
"	race	"irlandais
"	"partis en amerique
"	google
"pourquoi les irlandais sont
"	race	"irlandais
"	"catholiques
"	google
"pourquoi les irlandais sont
"	race	"irlandais
"	"venu au canada
"	google
"pourquoi les éthiopiens sont
"	race	"éthiopiens
"	"orthodoxes
"	google
"pourquoi les ukrainiennes sont
"	race	"ukrainiennes
"	"si belles
"	google
"pourquoi les soudanais sont
"	race	"soudanais
"	"grands
"	google
"pourquoi les italiennes sont
"	race	"italiennes
"	"belles
"	google
"pourquoi les italiennes sont
"	race	"italiennes
"	"meilleures
"	google
"pourquoi les italiens sont
"	race	"italiens
"	"venus en france
"	google
"pourquoi les italiens sont
"	race	"italiens
"	"en bleu
"	google
"pourquoi les italiens sont
"	race	"italiens
"	"venus en belgique
"	google
"pourquoi les italiens sont
"	race	"italiens
"	"partis en argentine
"	google
"pourquoi les italiens sont
"	race	"italiens
"	"en bleu
"	google
"pourquoi les australiens sont
"	race	"australiens
"	"blonds
"	google
"pourquoi les australiens sont
"	race	"australiens
"	"en jaune et vert
"	google
"pourquoi les australiens sont
"	race	"australiens
"	"grands
"	google
"pourquoi les suédois sont
"	race	"suédois
"	"blonds
"	google
"pourquoi les suédois sont
"	race	"suédois
"	"heureux
"	google
"pourquoi les suédois sont
"	race	"suédois
"	"belles
"	google
"pourquoi les suédoises sont
"	race	"suédoises
"	"belles
"	google
"pourquoi les finlandais sont
"	race	"finlandais
"	"heureux
"	google
"pourquoi les finlandais sont
"	race	"finlandais
"	"blonds
"	google
"pourquoi les finlandais sont
"	race	"finlandais
"	"des gens heureux
"	google
"pourquoi les marocains sont
"	race	"marocains
"	"forts en maths
"	google
"pourquoi les marocains sont
"	race	"marocains
"	"appelés les lions de l'atlas
"	google
"pourquoi les marocains sont
"	race	"marocains
"	"venus en belgique
"	google
"pourquoi les marocains sont
"	race	"marocains
"	"ils les plus intelligent au monde
"	google
"pourquoi les marocaines sont
"	race	"marocaines
"	"belles
"	google
"pourquoi les britanniques sont
"	race	"britanniques
"	"en train de «rapetisser»
"	google
"pourquoi les francais sont
"	race	"francais
"	"depressifs
"	google
"pourquoi les francais sont
"	race	"francais
"	"partis en algerie
"	google
"pourquoi les francais sont
"	race	"francais
"	"contre la reforme des retraites
"	google
"pourquoi les francais sont
"	race	"francais
"	"au niger
"	google
"pourquoi les grecs sont
"	race	"grecs
"	"comme des grenouilles autour d'une mare
"	google
"pourquoi les grecs sont
"	race	"grecs
"	"appelés hellènes
"	google
"pourquoi les grecs sont
"	race	"grecs
"	"polythéistes
"	google
"pourquoi les grecs sont
"	race	"grecs
"	"orthodoxes
"	google
"pourquoi les grecs sont
"	race	"grecs
"	"nus
"	google
"pourquoi les grecques sont
"	race	"grecques
"	"peu nombreuses au proche orient
"	google
"pourquoi les grecques sont
"	race	"grecques
"	"blanches
"	google
"pourquoi les grecques sont
"	race	"grecques
"	"musclées
"	google
"pourquoi les écossais sont
"	race	"écossais
"	"roux
"	google
"pourquoi les vietnamiens sont
"	race	"vietnamiens
"	"venus en france
"	google
"pourquoi les roumaines sont
"	race	"roumaines
"	"belles
"	google
"pourquoi les coréennes sont
"	race	"coréennes
"	"si minces
"	google
"pourquoi les coréennes sont
"	race	"coréennes
"	"si belles
"	google
"pourquoi les coréennes sont
"	race	"coréennes
"	"plates
"	google
"pourquoi les coréens sont
"	race	"coréens
"	"grands
"	google
"pourquoi les coréens sont
"	race	"coréens
"	"beaux
"	google
"pourquoi les coréens sont
"	race	"coréens
"	"catholiques
"	google
"pourquoi les coréens sont
"	race	"coréens
"	"circoncis
"	google
"pourquoi les coréens sont
"	race	"coréens
"	"beaux
"	google
"pourquoi les polonais sont
"	race	"polonais
"	"catholiques
"	google
"pourquoi les polonais sont
"	race	"polonais
"	"venus en france
"	google
"pourquoi les polonais sont
"	race	"polonais
"	"arrivés en france
"	google
"pourquoi les polonais sont
"	race	"polonais
"	"belles
"	google
"pourquoi les polonaises sont
"	race	"polonaises
"	"belles
"	google
"pourquoi les albanais sont
"	race	"albanais
"	"au kosovo
"	google
"pourquoi les colombiennes sont
"	race	"colombiennes
"	"belles
"	google
"pourquoi les égyptiens sont
"	race	"égyptiens
"	"polythéistes
"	google
"pourquoi les égyptiens sont
"	race	"égyptiens
"	"blancs
"	google
"pourquoi les portugais sont
"	race	"portugais
"	"venus en france
"	google
"pourquoi les portugais sont
"	race	"portugais
"	"fiers
"	google
"pourquoi les portugais sont
"	race	"portugais
"	"portugais
"	google
"pourquoi les turcs sont
"	race	"turcs
"	"fort
"	google
"pourquoi les turcs sont
"	race	"turcs
"	"riches
"	google
"pourquoi les turcs sont
"	race	"turcs
"	"venus en france
"	google
"pourquoi les turcs sont
"	race	"turcs
"	"pas arabes
"	google
"pourquoi les turcs sont
"	race	"turcs
"	"en guerre
"	google
"pourquoi les libanais sont
"	race	"libanais
"	"chrétiens
"	google
"pourquoi les libanais sont
"	race	"libanais
"	"riches
"	google
"pourquoi les libanais sont
"	race	"libanais
"	"beaux
"	google
"pourquoi les libanais sont
"	race	"libanais
"	"en afrique
"	google
"pourquoi les libanais sont
"	race	"libanais
"	"en cote d'ivoire
"	google
"pourquoi les libanaises sont
"	race	"libanaises
"	"seduisantes
"	google
"pourquoi les libanaises sont
"	race	"libanaises
"	"seduisantes livre
"	google
"pourquoi les musulmans sont
"	religion	"musulmans
"	"en 1445
"	google
"pourquoi les musulmans sont
"	religion	"musulmans
"	"musulmans
"	google
"pourquoi les chrétiens sont
"	religion	"chrétiens
"	"persécutés
"	google
"pourquoi les chrétiens sont
"	religion	"chrétiens
"	"persécutés dans l'empire romain
"	google
"pourquoi les chrétiens sont
"	religion	"chrétiens
"	"pas circoncis
"	google
"pourquoi les chrétiens sont
"	religion	"chrétiens
"	"divisés
"	google
